order_id,customer_id,order_date,segment,acquisition_channel,city,payment_type,order_amount,units,avg_discount,product_count,order_month,order_quarter
3075,53,2024-07-13,new,ads,Taipei,atm,2441.2,1,0.15,1,7,3
3076,2278,2024-02-22,growth,organic,Taipei,card,18891.25,5,0.06666666666666667,3,2,1
3077,1400,2025-11-28,new,social,Kaohsiung,card,3972.4,2,0.075,2,11,4
3078,1823,2025-07-06,growth,ads,Taichung,card,175.95,1,0.15,1,7,3
3079,2287,2025-09-17,growth,ads,Kaohsiung,card,4590.85,2,0.15,2,9,3
3080,262,2025-08-23,growth,social,Tainan,card,2358.9,1,0.1,1,8,3
3081,2198,2024-08-24,new,partner,Taipei,card,124.0,1,0.0,1,8,3
3082,1753,2024-08-15,new,ads,Taipei,atm,3059.0,2,0.0,2,8,3
3083,505,2024-05-12,new,ads,Tainan,card,5275.15,4,0.0625,4,5,2
3084,549,2025-04-18,new,social,Taichung,card,1732.5,1,0.1,1,4,2
3085,2366,2024-07-31,growth,social,Hsinchu,wallet,394.35,2,0.075,2,7,3
3086,238,2025-10-16,vip,referral,Kaohsiung,card,16300.300000000001,7,0.03333333333333333,3,10,4
3087,1641,2025-09-10,new,partner,Taichung,wallet,3687.8999999999996,1,0.05,1,9,3
3088,759,2024-01-27,growth,organic,Tainan,wallet,2320.2000000000003,1,0.1,1,1,1
3089,1385,2024-12-28,vip,social,Taipei,card,8891.699999999999,6,0.07500000000000001,2,12,4
3091,166,2025-12-22,new,ads,Taoyuan,card,14472.15,4,0.037500000000000006,4,12,4
3092,1622,2024-09-01,vip,referral,Taipei,atm,8461.35,5,0.049999999999999996,3,9,3
3093,405,2024-03-30,growth,referral,Taichung,atm,7389.25,2,0.1,2,3,1
3094,195,2024-06-02,vip,partner,Kaohsiung,card,8768.6,4,0.07500000000000001,2,6,2
3095,2253,2025-11-01,new,ads,Tainan,card,3885.9,2,0.05,2,11,4
3096,2047,2024-02-01,new,referral,Hsinchu,wallet,2388.6,1,0.1,1,2,1
3097,844,2024-11-04,vip,social,Taoyuan,card,19138.2,6,0.03333333333333333,3,11,4
3098,784,2025-08-04,new,referral,Tainan,card,5244.0,2,0.05,1,8,3
3099,1425,2024-12-31,new,organic,Taichung,cod,1674.0,1,0.0,1,12,4
3100,556,2025-04-23,vip,social,Taichung,cod,15859.849999999999,5,0.025,4,4,2
3101,740,2024-04-21,growth,organic,Taipei,cod,3744.25,1,0.15,1,4,2
3102,877,2025-04-28,growth,organic,Tainan,card,950.5,3,0.06666666666666667,3,4,2
3104,1541,2025-05-11,growth,social,Kaohsiung,card,7780.0,4,0.0,3,5,2
3106,314,2024-10-11,new,organic,Kaohsiung,card,8092.9,2,0.025,2,10,4
3107,1411,2025-05-28,new,social,Kaohsiung,atm,1642.0,1,0.0,1,5,2
3108,662,2025-09-18,growth,ads,Hsinchu,card,9063.6,3,0.025,2,9,3
3109,1429,2024-11-08,new,ads,Tainan,card,13818.599999999999,4,0.08333333333333333,3,11,4
3110,1383,2025-10-31,new,partner,Tainan,atm,4411.4,4,0.07500000000000001,2,10,4
3111,2082,2025-08-20,new,organic,Kaohsiung,card,4963.0,1,0.0,1,8,3
3112,274,2025-12-01,growth,social,Taichung,cod,3948.25,1,0.15,1,12,4
3113,887,2024-04-04,new,social,Hsinchu,card,6062.3,3,0.025,2,4,2
3114,1389,2025-12-08,new,organic,Tainan,card,389.5,1,0.05,1,12,4
3115,2193,2024-04-28,new,ads,Taoyuan,card,3564.0,1,0.1,1,4,2
3116,1737,2024-08-09,growth,organic,Hsinchu,wallet,8061.7,5,0.05000000000000001,3,8,3
3117,1080,2025-08-19,new,partner,Tainan,cod,117.9,1,0.1,1,8,3
3118,318,2024-10-22,new,referral,Hsinchu,atm,5012.1,2,0.1,2,10,4
3119,2225,2024-10-28,growth,social,Taichung,card,6806.4,6,0.0125,4,10,4
3120,618,2025-03-30,new,social,Taipei,card,6337.1,3,0.05,2,3,1
3121,2136,2024-09-17,vip,ads,Kaohsiung,cod,16083.099999999999,6,0.0125,4,9,3
3122,386,2025-01-09,growth,organic,Taipei,wallet,4168.3,2,0.025,2,1,1
3123,2312,2025-06-07,growth,social,Taoyuan,atm,5700.200000000001,3,0.15000000000000002,2,6,2
3124,297,2025-11-30,new,referral,Tainan,card,1590.3,1,0.05,1,11,4
3125,1395,2024-08-21,vip,ads,Taoyuan,atm,4224.65,2,0.1,2,8,3
3126,858,2025-07-12,growth,ads,Kaohsiung,card,240.54999999999998,1,0.15,1,7,3
3127,2277,2024-11-26,growth,referral,Kaohsiung,card,1586.1999999999998,2,0.025,2,11,4
3128,650,2024-11-26,vip,referral,Taipei,atm,19044.75,6,0.0875,4,11,4
3129,283,2024-05-07,vip,ads,Kaohsiung,atm,17312.0,5,0.03333333333333333,3,5,2
3130,1420,2025-05-21,growth,ads,Taipei,wallet,1368.0,1,0.0,1,5,2
3131,902,2024-07-14,growth,social,Taipei,card,832.1999999999999,2,0.05,1,7,3
3132,2293,2025-04-09,new,social,Taichung,card,4113.4,2,0.05,2,4,2
3133,87,2024-02-13,growth,social,Hsinchu,wallet,7764.0,2,0.0,1,2,1
3134,1084,2025-09-12,new,social,Hsinchu,wallet,4184.75,1,0.05,1,9,3
3135,995,2025-10-28,new,social,Taichung,card,1759.05,2,0.075,2,10,4
3136,648,2025-11-19,new,referral,Taichung,cod,6408.75,3,0.025,2,11,4
3137,215,2024-06-04,growth,social,Taipei,card,4367.7,3,0.025,2,6,2
3138,1746,2024-12-28,new,ads,Tainan,card,608.9499999999999,1,0.05,1,12,4
3139,2370,2024-08-02,vip,ads,Hsinchu,wallet,12288.15,4,0.07500000000000001,2,8,3
3140,444,2025-11-18,new,social,Taichung,atm,7548.45,2,0.025,1,11,4
3141,236,2024-08-12,vip,ads,Taichung,wallet,10090.8,3,0.125,2,8,3
3142,1186,2025-06-14,new,referral,Kaohsiung,card,3501.6000000000004,1,0.2,1,6,2
3143,1922,2024-09-03,new,social,Tainan,card,2733.3,2,0.1,2,9,3
3144,75,2025-10-22,new,ads,Taoyuan,card,4645.0,1,0.0,1,10,4
3145,1541,2025-10-10,growth,social,Kaohsiung,card,4811.8,3,0.05,2,10,4
3146,1301,2025-06-20,growth,social,Kaohsiung,atm,696.15,3,0.15,1,6,2
3147,2392,2025-12-07,vip,social,Kaohsiung,card,12828.7,4,0.05,2,12,4
3148,930,2025-06-07,growth,social,Taichung,card,11729.199999999999,3,0.07500000000000001,2,6,2
3149,1004,2025-12-01,growth,ads,Taipei,card,2377.0,1,0.0,1,12,4
3150,299,2025-11-30,new,referral,Taichung,card,7815.1,2,0.025,2,11,4
3151,1458,2024-11-11,new,partner,Kaohsiung,card,954.0,1,0.0,1,11,4
3152,676,2025-08-29,growth,social,Tainan,atm,1846.8,2,0.1,1,8,3
3153,2031,2025-02-08,new,referral,Tainan,card,2657.0,3,0.0,2,2,1
3154,2304,2025-10-24,new,ads,Kaohsiung,atm,7299.65,2,0.07500000000000001,2,10,4
3155,2367,2025-08-23,growth,referral,Taipei,card,10034.4,3,0.06666666666666667,3,8,3
3156,250,2025-11-13,growth,social,Hsinchu,card,8069.6,4,0.049999999999999996,4,11,4
3157,1661,2024-10-15,new,referral,Hsinchu,card,2621.0,1,0.0,1,10,4
3159,1748,2025-01-17,growth,ads,Taoyuan,wallet,5638.8,3,0.05,2,1,1
3160,1476,2025-12-27,growth,partner,Tainan,atm,18536.5,5,0.025,3,12,4
3161,1949,2024-12-20,vip,ads,Tainan,card,5601.6,3,0.05,2,12,4
3162,1034,2025-05-16,growth,ads,Taipei,wallet,5429.9,3,0.08333333333333333,3,5,2
3163,433,2024-10-29,vip,social,Kaohsiung,wallet,18216.3,6,0.08333333333333333,2,10,4
3164,1725,2025-03-17,vip,social,Kaohsiung,cod,25736.5,9,0.05,4,3,1
3165,1868,2024-11-03,new,referral,Taoyuan,card,3579.1499999999996,2,0.075,2,11,4
3166,1160,2025-02-11,vip,ads,Taipei,wallet,26311.800000000003,8,0.1125,4,2,1
3167,1568,2024-10-06,new,social,Kaohsiung,atm,273.0,1,0.0,1,10,4
3168,207,2024-10-01,new,social,Kaohsiung,cod,254.70000000000002,1,0.1,1,10,4
3169,1330,2024-08-03,growth,ads,Hsinchu,card,310.25,1,0.15,1,8,3
3170,852,2024-04-08,growth,ads,Hsinchu,card,9625.650000000001,5,0.125,4,4,2
3171,519,2025-03-11,new,ads,Taipei,cod,131.0,1,0.0,1,3,1
3172,494,2025-01-15,growth,social,Hsinchu,wallet,6413.6,2,0.07500000000000001,2,1,1
3173,907,2024-04-02,new,organic,Taichung,atm,3590.6,4,0.08333333333333333,2,4,2
3174,1302,2024-09-13,growth,ads,Taichung,card,6185.3,3,0.016666666666666666,3,9,3
3175,914,2025-11-18,vip,ads,Taipei,atm,6962.35,4,0.08333333333333333,3,11,4
3176,2183,2024-08-03,growth,ads,Tainan,atm,8005.95,4,0.11666666666666668,3,8,3
3177,1695,2024-10-31,growth,ads,Kaohsiung,card,105.39999999999999,1,0.15,1,10,4
3178,1130,2025-08-08,new,social,Taipei,atm,4057.0,2,0.0,2,8,3
3179,1444,2025-01-20,new,referral,Hsinchu,wallet,4714.849999999999,1,0.05,1,1,1
3180,2077,2024-08-04,vip,social,Taichung,card,7262.5,4,0.10000000000000002,3,8,3
3181,1000,2024-02-19,new,ads,Kaohsiung,wallet,4659.849999999999,3,0.06666666666666667,3,2,1
3182,2018,2025-11-23,new,ads,Tainan,card,2728.4,1,0.05,1,11,4
3184,1183,2025-10-21,growth,social,Tainan,card,5474.6,2,0.075,2,10,4
3185,2156,2025-11-17,new,ads,Kaohsiung,card,3683.6000000000004,2,0.125,2,11,4
3186,1979,2025-08-19,growth,ads,Tainan,card,4541.0,2,0.0,2,8,3
3187,1212,2025-08-22,growth,referral,Kaohsiung,atm,4091.6499999999996,2,0.025,2,8,3
3190,29,2025-12-20,new,ads,Kaohsiung,wallet,3571.0,1,0.0,1,12,4
3191,453,2024-08-01,new,referral,Taoyuan,card,365.0,1,0.0,1,8,3
3192,1851,2024-06-27,new,organic,Kaohsiung,atm,2578.0,1,0.0,1,6,2
3193,900,2025-11-11,new,referral,Taoyuan,atm,4651.5,5,0.025,4,11,4
3194,2162,2025-11-20,vip,partner,Hsinchu,card,9608.5,4,0.025,2,11,4
3195,1385,2024-09-29,vip,social,Taipei,card,7493.599999999999,2,0.05,1,9,3
3196,1004,2024-05-31,growth,ads,Taipei,card,527.7,2,0.05,2,5,2
3197,2000,2025-02-17,new,partner,Hsinchu,card,765.0,1,0.0,1,2,1
3198,1582,2024-01-10,growth,organic,Hsinchu,card,4932.3,2,0.075,2,1,1
3199,1201,2025-04-08,new,ads,Taoyuan,cod,3549.6,1,0.1,1,4,2
3200,1578,2025-06-13,growth,partner,Taipei,atm,3074.8,4,0.025,2,6,2
3201,2372,2024-06-05,new,ads,Taipei,atm,5520.0,2,0.0,1,6,2
3202,2311,2025-04-17,growth,ads,Tainan,card,6044.5,3,0.075,2,4,2
3203,278,2024-12-18,growth,referral,Taoyuan,cod,5868.0,3,0.10000000000000002,3,12,4
3204,2450,2025-06-10,growth,referral,Taoyuan,cod,6012.0,3,0.0,2,6,2
3205,635,2025-12-28,new,social,Hsinchu,card,4917.6,2,0.05,2,12,4
3206,2358,2025-05-30,vip,social,Kaohsiung,card,9769.6,5,0.05000000000000001,2,5,2
3208,1429,2024-02-29,new,ads,Tainan,atm,4558.0,2,0.0,1,2,1
3209,1114,2025-01-29,growth,referral,Taichung,card,1978.85,1,0.05,1,1,1
3211,1253,2024-07-18,vip,ads,Taichung,card,5556.3,3,0.06666666666666667,3,7,3
3212,2010,2024-05-23,new,referral,Taichung,atm,4720.15,2,0.07500000000000001,2,5,2
3213,1467,2025-02-02,new,referral,Hsinchu,card,1604.0,1,0.0,1,2,1
3214,1672,2025-10-06,new,partner,Taoyuan,card,3876.0,1,0.15,1,10,4
3215,468,2025-07-05,new,organic,Kaohsiung,atm,4645.0,1,0.0,1,7,3
3216,1091,2025-08-20,new,social,Taipei,cod,2613.55,2,0.07500000000000001,2,8,3
3217,2206,2024-03-18,growth,referral,Taoyuan,cod,207.0,1,0.0,1,3,1
3218,472,2024-08-17,growth,social,Taoyuan,wallet,8049.3,3,0.03333333333333333,3,8,3
3221,1749,2024-12-16,growth,referral,Hsinchu,atm,8201.3,3,0.05,2,12,4
3222,1339,2025-08-17,growth,referral,Taoyuan,card,12383.1,4,0.125,2,8,3
3223,1642,2024-04-13,growth,ads,Hsinchu,atm,2406.65,2,0.025,2,4,2
3224,1354,2025-01-08,vip,social,Taoyuan,card,8759.0,3,0.025,2,1,1
3225,1734,2024-06-09,new,ads,Taipei,card,9142.8,5,0.075,4,6,2
3226,1473,2025-05-02,new,social,Tainan,atm,4970.0,2,0.0,2,5,2
3227,1897,2025-12-11,new,ads,Kaohsiung,card,6537.6,3,0.06666666666666667,3,12,4
3228,1454,2025-11-30,new,referral,Hsinchu,atm,292.0,1,0.2,1,11,4
3229,1698,2024-05-21,growth,social,Hsinchu,cod,486.2,1,0.15,1,5,2
3230,1592,2024-08-27,growth,ads,Taichung,card,2132.0,1,0.0,1,8,3
3231,2317,2025-04-11,vip,referral,Taipei,card,12914.05,4,0.06666666666666667,3,4,2
3232,2255,2024-07-12,growth,ads,Tainan,atm,7912.7,5,0.08333333333333333,3,7,3
3233,1377,2025-10-14,growth,social,Tainan,card,3541.1,2,0.15,1,10,4
3234,1722,2025-07-03,growth,partner,Taichung,atm,8078.6,4,0.05,2,7,3
3236,2023,2025-11-26,growth,referral,Hsinchu,card,5219.0,2,0.05,2,11,4
3237,1260,2025-03-15,new,social,Taichung,cod,1364.2,2,0.125,2,3,1
3238,486,2024-02-14,new,referral,Kaohsiung,card,7464.0,2,0.0,1,2,1
3239,1248,2025-08-05,vip,referral,Tainan,card,10792.400000000001,6,0.15000000000000002,3,8,3
3240,406,2024-07-27,new,organic,Hsinchu,card,954.0,1,0.0,1,7,3
3241,511,2024-11-16,new,referral,Taipei,cod,3939.3,1,0.1,1,11,4
3243,1297,2024-02-24,new,referral,Taoyuan,card,5599.2,3,0.05,2,2,1
3244,2032,2024-08-29,vip,social,Hsinchu,card,460.0,1,0.0,1,8,3
3245,26,2025-07-31,new,referral,Taipei,card,3750.4,2,0.1,2,7,3
3246,1089,2025-12-03,new,referral,Hsinchu,atm,5332.5,3,0.09999999999999999,2,12,4
3247,1335,2025-12-06,vip,ads,Tainan,wallet,2728.4,1,0.05,1,12,4
3248,1960,2025-12-11,new,ads,Kaohsiung,wallet,7229.8,2,0.05,2,12,4
3249,262,2024-01-10,growth,social,Tainan,card,6174.8,3,0.05,2,1,1
3250,2128,2025-05-01,new,referral,Taipei,card,2210.0,1,0.0,1,5,2
3251,1292,2024-03-20,new,organic,Tainan,card,6023.3,2,0.05,2,3,1
3252,1394,2024-02-05,growth,ads,Taichung,card,4388.75,4,0.1,4,2,1
3253,696,2025-12-05,vip,social,Taipei,cod,7202.6,3,0.03333333333333333,3,12,4
3254,2452,2024-02-28,growth,partner,Hsinchu,atm,18875.15,6,0.037500000000000006,4,2,1
3255,801,2025-08-06,vip,referral,Taichung,card,12357.599999999999,4,0.016666666666666666,3,8,3
3256,31,2024-06-15,growth,organic,Taoyuan,atm,1925.0,1,0.0,1,6,2
3257,1162,2024-02-22,growth,referral,Taipei,card,3393.0,1,0.1,1,2,1
3258,482,2025-05-26,new,social,Kaohsiung,cod,4377.0,1,0.0,1,5,2
3259,1304,2024-03-30,new,organic,Tainan,card,1527.0,1,0.0,1,3,1
3260,1901,2024-02-10,vip,ads,Taichung,wallet,8834.0,2,0.0,2,2,1
3261,235,2024-08-01,growth,social,Taoyuan,card,186.3,1,0.1,1,8,3
3262,952,2025-07-28,growth,organic,Kaohsiung,atm,389.5,1,0.05,1,7,3
3263,938,2025-10-28,new,ads,Taichung,atm,1408.0,1,0.0,1,10,4
3264,1250,2025-06-13,new,referral,Taoyuan,atm,514.8000000000001,1,0.1,1,6,2
3265,1460,2024-01-05,growth,ads,Taichung,cod,8656.5,2,0.07500000000000001,2,1,1
3266,238,2024-02-13,vip,referral,Kaohsiung,atm,7903.0,3,0.0,2,2,1
3267,2129,2025-03-26,new,social,Tainan,cod,656.0,2,0.2,1,3,1
3268,1725,2024-02-15,vip,social,Kaohsiung,wallet,5713.85,2,0.075,2,2,1
3270,1094,2024-10-09,growth,referral,Taipei,atm,2782.8,2,0.15000000000000002,2,10,4
3271,1273,2025-06-28,growth,social,Taoyuan,atm,4104.0,1,0.1,1,6,2
3272,933,2024-03-06,new,social,Kaohsiung,atm,1874.7,1,0.1,1,3,1
3273,2370,2025-10-15,vip,ads,Hsinchu,cod,1053.5,2,0.05,2,10,4
3274,293,2024-12-07,growth,ads,Taipei,wallet,566.0,2,0.0,1,12,4
3275,1399,2025-08-27,new,social,Tainan,card,891.0999999999999,1,0.05,1,8,3
3276,893,2025-01-23,new,ads,Kaohsiung,atm,5820.0,3,0.0,2,1,1
3277,1662,2025-05-05,growth,ads,Taoyuan,card,1674.0,1,0.0,1,5,2
3279,2268,2025-08-09,vip,referral,Taichung,card,11257.7,5,0.049999999999999996,3,8,3
3280,2332,2025-06-17,new,social,Hsinchu,card,3392.45,1,0.05,1,6,2
3281,1891,2025-05-24,vip,partner,Taoyuan,card,22693.300000000003,6,0.0625,4,5,2
3282,610,2025-02-16,vip,ads,Kaohsiung,card,11726.0,5,0.049999999999999996,3,2,1
3283,408,2025-10-10,vip,social,Hsinchu,card,12012.0,3,0.03333333333333333,3,10,4
3284,2033,2024-06-13,growth,ads,Taichung,atm,2163.5499999999997,2,0.175,2,6,2
3285,67,2024-09-29,growth,social,Tainan,wallet,2210.0,1,0.0,1,9,3
3286,1273,2024-01-13,growth,social,Taoyuan,atm,3732.0,1,0.0,1,1,1
3288,2009,2025-05-05,vip,social,Tainan,atm,10958.55,4,0.0625,4,5,2
3289,382,2025-11-09,growth,organic,Taipei,card,4084.25,1,0.15,1,11,4
3290,2370,2024-05-10,vip,ads,Hsinchu,cod,7131.0,3,0.0,1,5,2
3291,2122,2024-11-05,new,social,Taichung,atm,4844.4,3,0.06666666666666667,3,11,4
3293,175,2025-10-08,vip,social,Kaohsiung,cod,7340.5,2,0.15000000000000002,2,10,4
3294,119,2025-12-17,new,referral,Taoyuan,card,3844.0,1,0.2,1,12,4
3295,1735,2025-04-28,new,referral,Taoyuan,card,7764.0,2,0.0,1,4,2
3296,2252,2024-07-16,vip,organic,Taichung,card,4861.0,2,0.05,2,7,3
3297,1970,2025-12-24,new,ads,Hsinchu,atm,1756.8,2,0.1,1,12,4
3298,910,2024-12-04,vip,ads,Taipei,atm,2346.0,1,0.15,1,12,4
3299,1216,2024-05-28,growth,ads,Kaohsiung,card,730.0,2,0.0,1,5,2
3300,209,2024-10-26,new,ads,Tainan,card,3322.6,3,0.075,2,10,4
3301,1769,2025-05-31,new,ads,Taoyuan,card,3311.7,1,0.05,1,5,2
3302,1959,2025-09-29,vip,partner,Tainan,card,19840.0,7,0.016666666666666666,3,9,3
3303,1179,2025-05-31,growth,ads,Taichung,atm,8305.2,3,0.049999999999999996,3,5,2
3304,303,2024-08-05,growth,ads,Kaohsiung,wallet,2116.4,4,0.07500000000000001,1,8,3
3305,384,2024-07-10,vip,organic,Tainan,atm,4180.5,2,0.075,2,7,3
3306,1229,2024-09-06,growth,partner,Hsinchu,card,1979.8,1,0.05,1,9,3
3307,173,2025-02-27,growth,ads,Tainan,cod,2484.0,1,0.1,1,2,1
3309,814,2024-12-18,vip,organic,Taipei,atm,13903.75,5,0.016666666666666666,3,12,4
3310,1269,2024-08-15,vip,ads,Hsinchu,card,4405.0,1,0.0,1,8,3
3311,7,2024-07-29,new,social,Taichung,card,3486.0,1,0.0,1,7,3
3312,383,2024-01-01,vip,social,Tainan,atm,15460.2,4,0.1,2,1,1
3313,1649,2024-12-15,growth,organic,Taipei,cod,4278.6,2,0.1,1,12,4
3314,1335,2025-04-30,vip,ads,Tainan,card,25719.9,9,0.1125,4,4,2
3315,74,2025-09-27,growth,ads,Kaohsiung,card,3729.6000000000004,3,0.1,2,9,3
3316,928,2025-12-10,new,partner,Tainan,atm,2441.2,1,0.15,1,12,4
3317,312,2024-01-17,new,social,Taipei,wallet,9989.1,3,0.025,2,1,1
3318,2255,2025-10-02,growth,ads,Tainan,cod,546.0,2,0.0,1,10,4
3322,132,2024-10-20,new,organic,Taichung,wallet,3219.0,2,0.0,2,10,4
3323,589,2024-02-01,new,ads,Taichung,card,2489.95,1,0.05,1,2,1
3324,1916,2025-08-28,new,social,Kaohsiung,card,5177.0,2,0.07500000000000001,2,8,3
3325,225,2024-06-09,new,partner,Tainan,card,2555.0,1,0.0,1,6,2
3326,2285,2025-11-06,vip,social,Taichung,atm,5563.2,2,0.07500000000000001,2,11,4
3327,2295,2025-08-13,growth,referral,Taipei,atm,2419.0,2,0.0,2,8,3
3328,1195,2024-02-28,vip,ads,Taipei,card,11613.0,3,0.0,1,2,1
3330,2158,2024-08-12,new,partner,Taoyuan,card,9730.3,3,0.03333333333333333,3,8,3
3331,1805,2025-01-27,new,ads,Tainan,cod,1925.0,1,0.0,1,1,1
3332,2432,2025-12-03,growth,referral,Taipei,card,5472.0,3,0.06666666666666667,3,12,4
3333,1411,2024-01-03,new,social,Kaohsiung,atm,241.8,2,0.025,1,1,1
3334,1213,2024-10-24,new,referral,Taipei,cod,659.0,1,0.0,1,10,4
3335,1237,2024-07-24,new,ads,Taipei,card,1523.8,1,0.05,1,7,3
3336,940,2024-11-19,new,ads,Tainan,card,3882.0,1,0.0,1,11,4
3337,1434,2024-09-07,new,ads,Hsinchu,card,3868.2000000000003,1,0.1,1,9,3
3338,2032,2024-04-09,vip,social,Hsinchu,card,16224.45,7,0.016666666666666666,3,4,2
3339,182,2024-12-07,new,referral,Taipei,card,2985.6000000000004,1,0.2,1,12,4
3340,1181,2024-06-22,new,ads,Hsinchu,card,4560.0,1,0.0,1,6,2
3341,1272,2025-07-31,new,ads,Taoyuan,cod,3959.6,2,0.05,1,7,3
3342,364,2025-08-31,growth,organic,Taichung,card,2872.0,1,0.0,1,8,3
3343,2309,2025-12-24,new,ads,Taoyuan,card,938.0,1,0.0,1,12,4
3344,2050,2025-12-12,vip,referral,Tainan,card,25856.0,6,0.016666666666666666,2,12,4
3345,1554,2025-09-27,new,referral,Taipei,wallet,207.0,1,0.0,1,9,3
3346,2162,2024-07-16,vip,partner,Hsinchu,cod,11783.1,4,0.05,2,7,3
3347,1561,2024-08-04,vip,organic,Tainan,cod,5637.8,2,0.05,2,8,3
3348,246,2025-03-04,growth,partner,Taipei,cod,971.5,2,0.05,2,3,1
3349,587,2024-12-25,vip,organic,Hsinchu,card,18147.0,4,0.0,2,12,4
3350,1396,2025-02-20,new,organic,Hsinchu,cod,3871.0,1,0.0,1,2,1
3351,855,2024-01-09,growth,ads,Kaohsiung,atm,5610.2,3,0.09999999999999999,3,1,1
3352,1538,2025-10-23,new,referral,Kaohsiung,card,7734.0,2,0.0,1,10,4
3353,2118,2024-04-06,vip,ads,Hsinchu,card,3286.95,1,0.15,1,4,2
3354,2171,2025-11-27,new,referral,Taichung,cod,1443.6000000000001,1,0.1,1,11,4
3355,2034,2025-03-07,new,organic,Kaohsiung,atm,1870.65,2,0.025,2,3,1
3356,1031,2025-07-26,vip,organic,Kaohsiung,atm,5520.0,2,0.0,1,7,3
3357,1018,2024-03-19,new,referral,Taichung,atm,750.4000000000001,1,0.2,1,3,1
3358,518,2024-04-25,vip,social,Kaohsiung,card,17896.2,7,0.05,4,4,2
3359,2399,2025-12-29,growth,social,Taipei,wallet,4972.200000000001,3,0.11666666666666665,3,12,4
3360,1831,2024-10-31,new,social,Taoyuan,card,1881.0,2,0.05,2,10,4
3361,2367,2025-11-16,growth,referral,Taipei,card,4007.2,3,0.025,2,11,4
3362,659,2025-11-09,new,referral,Taipei,atm,3311.7,1,0.05,1,11,4
3363,347,2025-12-25,growth,referral,Hsinchu,atm,3944.0,1,0.0,1,12,4
3364,594,2025-03-17,new,social,Taipei,card,11731.2,3,0.075,2,3,1
3366,522,2024-07-27,growth,ads,Hsinchu,cod,3762.0,1,0.05,1,7,3
3367,1631,2025-04-26,vip,organic,Hsinchu,atm,9088.300000000001,5,0.1375,4,4,2
3368,1445,2025-02-04,new,referral,Taoyuan,card,5467.8,2,0.025,2,2,1
3369,437,2025-06-19,new,social,Taipei,atm,1874.7,1,0.1,1,6,2
3371,1054,2024-08-26,vip,ads,Taoyuan,card,26246.0,7,0.05,4,8,3
3372,112,2024-10-05,vip,ads,Taoyuan,card,11035.0,3,0.0,2,10,4
3373,2155,2024-05-12,new,referral,Taoyuan,atm,858.6,1,0.1,1,5,2
3374,2429,2025-07-24,new,referral,Taipei,card,8831.95,4,0.0625,4,7,3
3375,815,2025-09-09,growth,ads,Taipei,card,13913.35,5,0.08333333333333333,2,9,3
3376,535,2024-01-07,new,partner,Kaohsiung,atm,2879.45,1,0.05,1,1,1
3377,828,2024-01-28,new,referral,Taichung,atm,1590.3,1,0.05,1,1,1
3378,468,2025-10-26,new,organic,Kaohsiung,card,2034.05,2,0.025,2,10,4
3379,879,2024-11-06,new,social,Tainan,card,2754.85,2,0.075,2,11,4
3381,355,2024-11-20,new,ads,Kaohsiung,wallet,1925.0,1,0.0,1,11,4
3382,2048,2024-02-16,growth,ads,Taipei,atm,4257.700000000001,2,0.07500000000000001,2,2,1
3383,2194,2024-01-25,new,ads,Kaohsiung,wallet,1351.8,2,0.075,2,1,1
3384,1109,2025-10-05,new,referral,Kaohsiung,atm,5138.45,4,0.05000000000000001,3,10,4
3385,727,2024-11-13,new,social,Taoyuan,card,5327.3,2,0.05,2,11,4
3386,2416,2025-06-18,new,ads,Hsinchu,card,518.6999999999999,2,0.05,1,6,2
3387,897,2025-11-04,new,social,Hsinchu,atm,8316.3,2,0.05,1,11,4
3388,1706,2024-08-06,growth,social,Kaohsiung,cod,6713.6,3,0.016666666666666666,3,8,3
3389,1821,2025-02-14,new,social,Hsinchu,card,259.34999999999997,1,0.05,1,2,1
3390,797,2025-02-09,new,ads,Taipei,card,1513.5,2,0.1,2,2,1
3391,646,2025-10-28,new,partner,Taipei,cod,7852.6,3,0.025,2,10,4
3392,2226,2024-12-21,new,ads,Tainan,cod,3358.8,1,0.1,1,12,4
3393,364,2025-09-10,growth,organic,Taichung,cod,6050.549999999999,2,0.07500000000000001,2,9,3
3394,629,2025-12-23,growth,referral,Taichung,card,9848.0,4,0.0,2,12,4
3395,650,2025-08-08,vip,referral,Taipei,card,13463.55,6,0.025,4,8,3
3397,948,2024-11-21,new,social,Hsinchu,card,16695.0,5,0.0,3,11,4
3398,667,2024-10-29,new,ads,Hsinchu,atm,3358.8,1,0.1,1,10,4
3399,1023,2025-01-25,growth,ads,Taoyuan,card,8596.5,3,0.15000000000000002,2,1,1
3400,590,2024-01-01,growth,ads,Kaohsiung,card,8361.0,2,0.1,1,1,1
3401,163,2024-08-19,growth,social,Taichung,atm,3299.7,1,0.15,1,8,3
3402,1029,2025-04-09,vip,referral,Taoyuan,cod,12798.0,4,0.1,2,4,2
3403,1956,2024-05-25,vip,ads,Taipei,card,11268.400000000001,4,0.06666666666666667,3,5,2
3404,1975,2024-04-26,growth,referral,Kaohsiung,card,4094.1,1,0.1,1,4,2
3405,340,2024-02-25,vip,social,Taoyuan,atm,5009.8,3,0.08333333333333333,3,2,1
3406,2140,2025-07-18,growth,social,Tainan,card,7729.15,2,0.025,2,7,3
3407,642,2024-06-13,new,organic,Hsinchu,card,1231.2,1,0.1,1,6,2
3409,1221,2024-08-07,growth,organic,Taoyuan,card,273.0,1,0.0,1,8,3
